@relation R_data_frame

@attribute Lines_Of_Program numeric
@attribute Physic_Lines numeric
@attribute n1_Number_Of_Distinct_Operators numeric
@attribute n2_Number_Of_Distinct_Operands numeric
@attribute n_Program_Vocabulary numeric
@attribute N1_Total_Number_Of_Operators numeric
@attribute N2_Total_Number_Of_Operands numeric
@attribute N_Program_Length numeric
@attribute B_Number_of_Delivered_Bugs_1 numeric
@attribute B_Number_of_Delivered_Bugs_2 numeric
@attribute D_Difficulty numeric
@attribute E_Effort numeric
@attribute T_Time_Required_To_Program numeric
@attribute V_Volume numeric
@attribute _N_Calculated_Program_Length numeric
@attribute McCab_Number numeric
@attribute IsVulnerable {no,yes}

@data
4,4,11,9,20,22,14,36,0.000333,0.051863,5.000000,777.947057,43.219281,155.589411,66.583073,2,no
4,4,18,13,31,36,21,57,0.000333,0.094130,9.000000,2541.502707,141.194595,282.389190,123.164366,2,no
6,6,17,12,29,31,23,54,0.000333,0.087444,8.000000,2098.647790,116.591544,262.330974,112.506418,3,no
3,3,8,10,18,18,14,32,0.000333,0.044479,4.000000,533.750400,29.652800,133.437600,57.219281,2,no
45,45,19,47,66,211,164,375,0.000333,0.755549,27.000000,61199.490459,3399.971692,2266.647795,341.776299,8,no
8,8,10,9,19,62,33,95,0.000333,0.134518,15.000000,6053.296707,336.294261,403.553114,61.748606,2,no
3,3,10,9,19,20,13,33,0.000333,0.046727,5.000000,700.908040,38.939336,140.181608,61.748606,3,no
3,3,11,6,17,15,8,23,0.000333,0.031337,5.000000,470.058227,26.114346,94.011645,53.563523,1,no
33,33,17,43,60,220,173,393,0.000333,0.773803,32.000000,74285.056130,4126.947563,2321.408004,302.816253,1,no
29,29,14,41,55,199,163,362,0.000333,0.697617,21.000000,43949.896542,2441.660919,2092.852216,272.962601,1,no
32,32,17,43,60,213,170,383,0.000333,0.754113,24.000000,54296.138355,3016.452131,2262.339098,302.816253,1,no
32,32,17,43,60,223,178,401,0.000333,0.789554,32.000000,75797.220123,4210.956673,2368.663129,302.816253,1,no
4,4,11,12,23,26,17,43,0.000333,0.064838,5.000000,972.565821,54.031434,194.513164,81.073298,3,no
4,4,11,12,23,26,17,43,0.000333,0.064838,5.000000,972.565821,54.031434,194.513164,81.073298,3,no
15,15,14,21,35,75,63,138,0.000333,0.235947,21.000000,14864.662183,825.814566,707.841056,145.541635,7,no
5,5,8,11,19,22,21,43,0.000333,0.060887,4.000000,730.643532,40.591307,182.660883,62.053748,1,no
5,5,17,15,32,39,21,60,0.000333,0.100000,8.000000,2400.000000,133.333333,300.000000,128.090227,2,no
15,15,19,23,42,115,69,184,0.000333,0.330729,27.000000,26789.032956,1488.279609,992.186406,184.752548,5,no
5,5,10,14,24,41,22,63,0.000333,0.096284,5.000000,1444.263188,80.236844,288.852638,86.522250,4,no
5,5,10,14,24,41,22,63,0.000333,0.096284,5.000000,1444.263188,80.236844,288.852638,86.522250,4,no
4,4,11,19,30,27,23,50,0.000333,0.081782,5.000000,1226.722649,68.151258,245.344530,118.764371,1,no
4,4,11,19,30,27,23,50,0.000333,0.081782,5.000000,1226.722649,68.151258,245.344530,118.764371,1,no
12,12,16,22,38,57,35,92,0.000333,0.160936,8.000000,3862.474650,214.581925,482.809331,162.107496,3,no
15,15,14,23,37,106,89,195,0.000333,0.338614,21.000000,21332.711532,1185.150641,1015.843406,157.344894,2,no
3,3,12,13,25,26,20,46,0.000333,0.071206,6.000000,1281.704308,71.205795,213.617385,91.125266,2,no
9,9,16,20,36,62,46,108,0.000333,0.186117,16.000000,8933.630402,496.312800,558.351900,150.438562,3,no
11,11,18,22,40,67,52,119,0.000333,0.211103,18.000000,11399.569979,633.309443,633.309443,173.166146,3,no
3,3,9,7,16,14,9,23,0.000333,0.030667,4.000000,368.000000,20.444444,92.000000,48.180809,1,no
94,94,25,75,100,598,499,1097,0.000333,2.429437,72.000000,524758.337293,29153.240961,7288.310240,583.257807,57,no
11,11,17,23,40,72,45,117,0.000333,0.207555,8.000000,4981.324697,276.740261,622.665587,173.528793,4,no
95,95,26,82,108,632,525,1157,0.000333,2.605135,78.000000,609601.577520,33866.754307,7815.404840,643.530697,57,no
6,6,17,15,32,39,24,63,0.000333,0.105000,8.000000,2520.000000,140.000000,315.000000,128.090227,3,no
3,3,8,10,18,17,12,29,0.000333,0.040309,4.000000,483.711300,26.872850,120.927825,57.219281,1,no
3,3,8,10,18,17,12,29,0.000333,0.040309,4.000000,483.711300,26.872850,120.927825,57.219281,1,no
9,9,11,18,29,62,45,107,0.000333,0.173268,10.000000,5198.039665,288.779981,519.803966,113.112398,1,no
4,4,6,9,15,18,15,33,0.000333,0.042976,3.000000,386.782169,21.487898,128.927390,44.039100,1,no
4,4,16,15,31,33,26,59,0.000333,0.097433,8.000000,2338.380659,129.910037,292.297582,122.603359,3,no
8,8,9,16,25,35,37,72,0.000333,0.111453,8.000000,2674.861165,148.603398,334.357646,92.529325,1,no
9,9,17,23,40,56,41,97,0.000333,0.172076,8.000000,4129.816202,229.434233,516.227025,173.528793,2,no
11,11,15,16,31,65,39,104,0.000333,0.171745,14.000000,7213.309828,400.739435,515.236416,122.603359,11,no
11,11,15,16,31,65,39,104,0.000333,0.171745,14.000000,7213.309828,400.739435,515.236416,122.603359,11,no
10,10,11,19,30,71,51,122,0.000333,0.199547,10.000000,5986.406527,332.578140,598.640653,118.764371,1,no
21,21,10,5,15,85,43,128,0.000333,0.166694,40.000000,20003.279850,1111.293325,500.081996,44.828921,22,no
21,21,10,5,15,85,43,128,0.000333,0.166694,40.000000,20003.279850,1111.293325,500.081996,44.828921,22,no
40,40,16,42,58,208,165,373,0.000333,0.728342,24.000000,52440.645868,2913.369215,2185.026911,290.477332,1,no
14,14,10,20,30,71,52,123,0.000333,0.201183,10.000000,6035.475433,335.304191,603.547543,119.657843,1,no
3,3,8,8,16,18,11,29,0.000333,0.038667,4.000000,464.000000,25.777778,116.000000,48.000000,2,no
3,3,8,8,16,18,11,29,0.000333,0.038667,4.000000,464.000000,25.777778,116.000000,48.000000,2,no
4,4,9,13,22,22,17,39,0.000333,0.057973,4.000000,695.671333,38.648407,173.917833,76.635041,1,no
4,4,9,13,22,22,17,39,0.000333,0.057973,4.000000,695.671333,38.648407,173.917833,76.635041,1,no
3,3,9,5,14,17,8,25,0.000333,0.031728,4.000000,380.735492,21.151972,95.183873,40.138965,2,no
74,74,25,51,76,327,278,605,0.000333,1.259999,60.000000,226799.768738,12599.987152,3779.996146,405.390097,24,no
18,18,9,32,41,84,82,166,0.000333,0.296451,8.000000,7114.829062,395.268281,889.353633,188.529325,1,no
18,18,9,32,41,86,84,170,0.000333,0.303595,8.000000,7286.270726,404.792818,910.783841,188.529325,1,no
3,3,9,7,16,13,10,23,0.000333,0.030667,4.000000,368.000000,20.444444,92.000000,48.180809,1,no
3,3,9,7,16,13,10,23,0.000333,0.030667,4.000000,368.000000,20.444444,92.000000,48.180809,1,no
5,5,8,13,21,24,21,45,0.000333,0.065885,4.000000,790.617136,43.923174,197.654284,72.105716,1,no
5,5,8,13,21,24,21,45,0.000333,0.065885,4.000000,790.617136,43.923174,197.654284,72.105716,1,no
24,24,16,30,46,124,106,230,0.000333,0.423473,24.000000,30490.061997,1693.892333,1270.419250,211.206718,6,no
5,5,12,4,16,43,14,57,0.000333,0.076000,18.000000,4104.000000,228.000000,228.000000,51.019550,6,no
19,19,18,51,69,203,121,324,0.000333,0.659721,18.000000,35624.914632,1979.161924,1979.161924,364.352342,2,no
5,5,14,7,21,27,13,40,0.000333,0.058564,7.000000,1229.848878,68.324938,175.692697,72.954453,3,no
5,5,14,7,21,27,13,40,0.000333,0.058564,7.000000,1229.848878,68.324938,175.692697,72.954453,3,no
17,17,18,51,69,195,117,312,0.000333,0.635287,18.000000,34305.473349,1905.859631,1905.859631,364.352342,1,no
9,9,15,8,23,46,22,68,0.000333,0.102534,14.000000,4306.430982,239.246166,307.602213,82.603359,5,no
9,9,15,8,23,46,22,68,0.000333,0.102534,14.000000,4306.430982,239.246166,307.602213,82.603359,5,no
3,3,5,7,12,10,9,19,0.000333,0.022705,2.000000,136.228575,7.568254,68.114288,31.261125,2,no
18,18,18,51,69,199,119,318,0.000333,0.647504,18.000000,34965.193991,1942.510777,1942.510777,364.352342,2,no
4,4,7,10,17,15,14,29,0.000333,0.039512,3.000000,355.609267,19.756070,118.536422,52.870765,1,no
3,3,9,11,20,31,20,51,0.000333,0.073473,4.000000,881.673331,48.981852,220.418333,66.583073,10,no
4,4,9,8,17,17,13,30,0.000333,0.040875,4.000000,490.495541,27.249752,122.623885,52.529325,1,no
4,4,9,8,17,17,13,30,0.000333,0.040875,4.000000,490.495541,27.249752,122.623885,52.529325,1,no
49,49,20,61,81,298,207,505,0.000333,1.067208,30.000000,96048.727544,5336.040419,3201.624251,448.213539,22,no
19,19,19,20,39,91,66,157,0.000333,0.276603,27.000000,22404.820006,1244.712223,829.808148,167.149185,3,no
19,19,19,20,39,91,66,157,0.000333,0.276603,27.000000,22404.820006,1244.712223,829.808148,167.149185,3,no
30,30,21,37,58,231,133,364,0.000333,0.710768,30.000000,63969.152467,3553.841804,2132.305082,284.988440,12,no
4,4,6,9,15,15,13,28,0.000333,0.036464,3.000000,328.178810,18.232156,109.392937,44.039100,1,no
4,4,6,9,15,15,13,28,0.000333,0.036464,3.000000,328.178810,18.232156,109.392937,44.039100,1,no
14,14,18,18,36,102,59,161,0.000333,0.277453,27.000000,22473.663981,1248.536888,832.357925,150.117300,15,no
14,14,18,18,36,102,59,161,0.000333,0.277453,27.000000,22473.663981,1248.536888,832.357925,150.117300,15,no
12,12,19,19,38,87,53,140,0.000333,0.244903,18.000000,13224.777334,734.709852,734.709852,161.421246,6,no
12,12,19,19,38,87,53,140,0.000333,0.244903,18.000000,13224.777334,734.709852,734.709852,161.421246,6,no
14,14,20,18,38,90,56,146,0.000333,0.255399,30.000000,22985.922509,1276.995695,766.197417,161.497212,5,no
14,14,20,18,38,90,56,146,0.000333,0.255399,30.000000,22985.922509,1276.995695,766.197417,161.497212,5,no
43,43,20,46,66,247,170,417,0.000333,0.840171,30.000000,75615.370433,4200.853913,2520.512348,340.522412,5,no
43,43,20,46,66,247,170,417,0.000333,0.840171,30.000000,75615.370433,4200.853913,2520.512348,340.522412,5,no
19,19,18,21,39,120,74,194,0.000333,0.341789,27.000000,27684.936822,1538.052046,1025.368030,167.297316,20,no
19,19,18,21,39,120,74,194,0.000333,0.341789,27.000000,27684.936822,1538.052046,1025.368030,167.297316,20,no
6,6,10,15,25,34,23,57,0.000333,0.088233,5.000000,1323.499014,73.527723,264.699803,91.822640,2,no
20,20,21,23,44,118,79,197,0.000333,0.358503,30.000000,32265.240866,1792.513381,1075.508029,196.280591,6,no
20,20,21,23,44,118,79,197,0.000333,0.358503,30.000000,32265.240866,1792.513381,1075.508029,196.280591,6,no
18,18,20,24,44,115,76,191,0.000333,0.347584,30.000000,31282.543175,1737.919065,1042.751439,196.477662,7,no
18,18,20,24,44,115,76,191,0.000333,0.347584,30.000000,31282.543175,1737.919065,1042.751439,196.477662,7,no
3,3,8,8,16,25,13,38,0.000333,0.050667,4.000000,608.000000,33.777778,152.000000,48.000000,3,no
3,3,8,8,16,25,13,38,0.000333,0.050667,4.000000,608.000000,33.777778,152.000000,48.000000,3,no
6,6,9,11,20,35,26,61,0.000333,0.087879,8.000000,2109.100910,117.172273,263.637614,66.583073,3,no
6,6,12,21,33,42,33,75,0.000333,0.126110,6.000000,2269.977354,126.109853,378.329559,135.258216,3,no
6,6,12,19,31,40,30,70,0.000333,0.115598,6.000000,2080.762450,115.597914,346.793742,123.730173,3,no
8,8,10,13,23,38,26,64,0.000333,0.096503,10.000000,2895.079652,160.837758,289.507965,81.324997,1,no
8,8,10,13,23,38,26,64,0.000333,0.096503,10.000000,2895.079652,160.837758,289.507965,81.324997,1,no
11,11,15,31,46,110,59,169,0.000333,0.311161,7.000000,6534.373794,363.020766,933.481971,212.183445,1,no
3,3,9,8,17,15,10,25,0.000333,0.034062,4.000000,408.746284,22.708127,102.186571,52.529325,1,no
3,3,9,8,17,15,10,25,0.000333,0.034062,4.000000,408.746284,22.708127,102.186571,52.529325,1,no
14,14,14,25,39,99,80,179,0.000333,0.315362,21.000000,19867.826941,1103.768163,946.086997,169.399374,4,no
4,4,9,7,16,14,11,25,0.000333,0.033333,4.000000,400.000000,22.222222,100.000000,48.180809,1,no
4,4,9,7,16,14,11,25,0.000333,0.033333,4.000000,400.000000,22.222222,100.000000,48.180809,1,no
3,3,9,10,19,18,14,32,0.000333,0.045311,4.000000,543.734722,30.207485,135.933680,61.748606,1,no
3,3,9,10,19,18,14,32,0.000333,0.045311,4.000000,543.734722,30.207485,135.933680,61.748606,1,no
7,7,6,13,19,26,22,48,0.000333,0.067967,3.000000,611.701562,33.983420,203.900521,63.615491,1,no
7,7,6,13,19,26,22,48,0.000333,0.067967,3.000000,611.701562,33.983420,203.900521,63.615491,1,no
17,17,13,33,46,98,94,192,0.000333,0.353508,12.000000,12726.286747,707.015930,1060.523896,214.570722,1,no
9,9,12,6,18,63,29,92,0.000333,0.127878,24.000000,9207.194403,511.510800,383.633100,58.529325,8,no
9,9,12,6,18,63,29,92,0.000333,0.127878,24.000000,9207.194403,511.510800,383.633100,58.529325,8,no
9,9,10,8,18,69,37,106,0.000333,0.147337,20.000000,8840.241003,491.124500,442.012050,57.219281,2,no
4,4,7,10,17,15,14,29,0.000333,0.039512,3.000000,355.609267,19.756070,118.536422,52.870765,1,no
5,5,14,21,35,33,32,65,0.000333,0.111134,7.000000,2333.823773,129.656876,333.403396,145.541635,1,no
42,42,16,45,61,230,181,411,0.000333,0.812511,32.000000,78001.057464,4333.392081,2437.533046,311.133389,1,no
5,5,13,10,23,37,24,61,0.000333,0.091979,12.000000,3311.247352,183.958186,275.937279,81.324997,4,no
39,39,25,41,66,202,149,351,0.000333,0.707194,36.000000,76376.964092,4243.164672,2121.582336,335.756037,9,no
6,6,13,11,24,28,17,45,0.000333,0.068774,6.000000,1237.939875,68.774438,206.323313,86.159464,3,no
6,6,13,11,24,28,17,45,0.000333,0.068774,6.000000,1237.939875,68.774438,206.323313,86.159464,3,no
4,4,12,8,20,24,14,38,0.000333,0.054744,6.000000,985.399606,54.744423,164.233268,67.019550,4,no
4,4,12,8,20,24,14,38,0.000333,0.054744,6.000000,985.399606,54.744423,164.233268,67.019550,4,no
13,13,17,24,41,64,58,122,0.000333,0.217874,16.000000,10457.941513,580.996751,653.621345,179.525968,5,no
3,3,5,7,12,12,11,23,0.000333,0.027485,2.000000,164.908275,9.161571,82.454138,31.261125,1,no
45,45,15,42,57,204,175,379,0.000333,0.736888,28.000000,61898.628830,3438.812713,2210.665315,285.080691,10,no
4,4,13,12,25,36,23,59,0.000333,0.091329,6.000000,1643.925091,91.329172,273.987515,91.125266,1,no
3,3,13,13,26,22,16,38,0.000333,0.059539,6.000000,1071.700256,59.538903,178.616709,96.211433,3,no
8,8,15,24,39,68,62,130,0.000333,0.229034,14.000000,9619.432038,534.412891,687.102288,168.642459,5,no
7,7,12,10,22,40,24,64,0.000333,0.095135,12.000000,3424.843483,190.269082,285.403624,76.238831,7,no
7,7,12,10,22,40,24,64,0.000333,0.095135,12.000000,3424.843483,190.269082,285.403624,76.238831,7,no
11,11,14,39,53,65,61,126,0.000333,0.240573,7.000000,5052.025841,280.668102,721.717977,259.433655,5,no
17,17,18,24,42,116,54,170,0.000333,0.305565,18.000000,16500.491314,916.693962,916.693962,185.097750,10,no
11,11,10,13,23,35,34,69,0.000333,0.104042,10.000000,3121.257750,173.403208,312.125775,81.324997,3,no
9,9,12,16,28,49,41,90,0.000333,0.144221,12.000000,5191.943316,288.441295,432.661943,107.019550,3,no
12,12,12,23,35,93,65,158,0.000333,0.270142,12.000000,9725.120600,540.284478,810.426717,147.061475,1,no
4,4,7,10,17,15,14,29,0.000333,0.039512,3.000000,355.609267,19.756070,118.536422,52.870765,1,no
11,11,12,13,25,58,31,89,0.000333,0.137768,12.000000,4959.638411,275.535467,413.303201,91.125266,6,no
11,11,12,13,25,58,31,89,0.000333,0.137768,12.000000,4959.638411,275.535467,413.303201,91.125266,6,no
3,3,6,4,10,9,6,15,0.000333,0.016610,3.000000,149.486764,8.304820,49.828921,23.509775,1,no
81,81,27,70,97,408,281,689,0.000333,1.515780,52.000000,236461.677310,13136.759851,4547.339948,557.431774,10,no
5,5,6,10,16,27,28,55,0.000333,0.073333,6.000000,1320.000000,73.333333,220.000000,48.729056,1,no
8,8,10,23,33,50,52,102,0.000333,0.171509,10.000000,5145.282002,285.849000,514.528200,137.261206,1,no
13,13,12,24,36,102,70,172,0.000333,0.296409,12.000000,10670.725203,592.818067,889.227100,153.058650,1,no
4,4,7,10,17,19,14,33,0.000333,0.044962,3.000000,404.658821,22.481046,134.886274,52.870765,2,no
4,4,7,10,17,19,14,33,0.000333,0.044962,3.000000,404.658821,22.481046,134.886274,52.870765,2,no
14,14,16,25,41,85,64,149,0.000333,0.266092,16.000000,12772.403979,709.577999,798.275249,180.096405,1,no
18,18,16,31,47,133,97,230,0.000333,0.425852,24.000000,30661.330461,1703.407248,1277.555436,217.580086,1,no
3,3,13,6,19,18,9,27,0.000333,0.038231,6.000000,688.164257,38.231348,114.694043,63.615491,2,no
4,4,12,11,23,31,21,52,0.000333,0.078408,6.000000,1411.351330,78.408407,235.225222,81.073298,3,no
20,20,11,42,53,95,77,172,0.000333,0.328401,5.000000,4926.011591,273.667311,985.202318,264.531080,2,no
20,20,11,42,53,95,77,172,0.000333,0.328401,5.000000,4926.011591,273.667311,985.202318,264.531080,2,no
17,17,13,33,46,98,94,192,0.000333,0.353508,12.000000,12726.286747,707.015930,1060.523896,214.570722,1,no
37,37,15,42,57,198,177,375,0.000333,0.729111,28.000000,61245.345149,3402.519175,2187.333755,285.080691,2,no
4,4,8,12,20,24,22,46,0.000333,0.066270,4.000000,795.234769,44.179709,198.808692,67.019550,1,no
4,4,12,14,26,20,19,39,0.000333,0.061106,6.000000,1099.902894,61.105716,183.317149,96.322519,1,no
69,69,26,54,80,452,365,817,0.000333,1.721672,78.000000,402871.189775,22381.732765,5165.015254,432.975358,26,no
27,27,18,47,65,153,110,263,0.000333,0.527961,18.000000,28509.889227,1583.882735,1583.882735,336.124326,9,no
35,35,26,50,76,257,167,424,0.000333,0.883040,39.000000,103315.729362,5739.762742,2649.121266,404.404242,25,no
37,37,16,39,55,228,201,429,0.000333,0.826734,40.000000,99208.132684,5511.562927,2480.203317,270.130687,6,no
46,46,29,55,84,298,206,504,0.000333,1.073909,42.000000,135312.575205,7517.365289,3221.727981,458.856233,26,no
11,11,13,19,32,79,45,124,0.000333,0.206667,12.000000,7440.000000,413.333333,620.000000,128.816339,3,no
11,11,13,19,32,79,45,124,0.000333,0.206667,12.000000,7440.000000,413.333333,620.000000,128.816339,3,no
3,3,8,6,14,15,9,24,0.000333,0.030459,4.000000,365.506073,20.305893,91.376518,39.509775,1,no
19,19,15,26,41,94,71,165,0.000333,0.294665,14.000000,12375.945131,687.552507,883.996081,180.814792,2,no
19,19,15,26,41,94,71,165,0.000333,0.294665,14.000000,12375.945131,687.552507,883.996081,180.814792,2,no
3,3,13,10,23,25,15,40,0.000333,0.060314,6.000000,1085.654869,60.314159,180.942478,81.324997,5,no
62,62,29,64,93,379,366,745,0.000333,1.623891,70.000000,341017.131999,18945.396222,4871.673314,524.881449,10,no
62,62,29,64,93,379,366,745,0.000333,1.623891,70.000000,341017.131999,18945.396222,4871.673314,524.881449,10,no
4,4,6,6,12,13,12,25,0.000333,0.029875,6.000000,537.744375,29.874688,89.624063,31.019550,1,no
4,4,6,6,12,13,12,25,0.000333,0.029875,6.000000,537.744375,29.874688,89.624063,31.019550,1,no
28,28,17,36,53,140,127,267,0.000333,0.509785,24.000000,36704.514273,2039.139682,1529.354761,255.604168,3,no
3,3,7,7,14,20,11,31,0.000333,0.039343,3.000000,354.084008,19.671334,118.028003,39.302969,2,no
3,3,7,7,14,20,11,31,0.000333,0.039343,3.000000,354.084008,19.671334,118.028003,39.302969,2,no
3,3,8,13,21,20,19,39,0.000333,0.057100,4.000000,685.201518,38.066751,171.300379,72.105716,1,no
3,3,7,7,14,20,11,31,0.000333,0.039343,3.000000,354.084008,19.671334,118.028003,39.302969,2,no
3,3,7,7,14,20,11,31,0.000333,0.039343,3.000000,354.084008,19.671334,118.028003,39.302969,2,no
10,10,12,21,33,60,53,113,0.000333,0.190006,12.000000,6840.198426,380.011024,570.016535,135.258216,1,no
9,9,15,16,31,53,34,87,0.000333,0.143672,14.000000,6034.211106,335.233950,431.015079,122.603359,9,no
9,9,15,16,31,53,34,87,0.000333,0.143672,14.000000,6034.211106,335.233950,431.015079,122.603359,9,no
19,19,15,28,43,99,74,173,0.000333,0.312915,14.000000,13142.413236,730.134069,938.743803,193.209297,2,no
7,7,15,16,31,44,29,73,0.000333,0.120552,7.000000,2531.594315,140.644129,361.656331,122.603359,7,no
7,7,15,16,31,44,29,73,0.000333,0.120552,7.000000,2531.594315,140.644129,361.656331,122.603359,7,no
10,10,13,15,28,66,40,106,0.000333,0.169860,12.000000,6114.955461,339.719748,509.579622,106.709075,2,no
70,70,20,60,80,464,375,839,0.000333,1.768033,60.000000,318245.860297,17680.325572,5304.097672,440.851998,7,no
8,8,9,21,30,46,43,89,0.000333,0.145571,8.000000,3493.706104,194.094784,436.713263,120.767991,1,no
7,7,8,15,23,26,19,45,0.000333,0.067853,4.000000,814.241152,45.235620,203.560288,82.603359,1,no
37,37,16,39,55,228,201,429,0.000333,0.826734,40.000000,99208.132684,5511.562927,2480.203317,270.130687,6,no
14,14,16,19,35,83,61,144,0.000333,0.246206,24.000000,17726.802107,984.822339,738.616754,144.710623,1,no
13,13,17,16,33,101,49,150,0.000333,0.252220,24.000000,18159.818830,1008.878824,756.659118,133.486868,4,no
44,44,16,55,71,235,218,453,0.000333,0.928612,24.000000,66860.050683,3714.447260,2785.835445,381.974784,1,no
26,26,29,53,82,228,182,410,0.000333,0.868865,42.000000,109477.045520,6082.058084,2606.596322,444.461233,15,no
4,4,9,10,19,19,17,36,0.000333,0.050975,4.000000,611.701562,33.983420,152.925390,61.748606,1,no
4,4,9,10,19,19,17,36,0.000333,0.050975,4.000000,611.701562,33.983420,152.925390,61.748606,1,no
35,35,17,33,50,161,140,301,0.000333,0.566267,32.000000,54361.622820,3020.090157,1698.800713,235.951874,10,no
4,4,8,9,17,29,16,45,0.000333,0.061312,4.000000,735.743311,40.874628,183.935828,52.529325,3,no
4,4,8,9,17,29,16,45,0.000333,0.061312,4.000000,735.743311,40.874628,183.935828,52.529325,3,no
13,13,18,22,40,94,57,151,0.000333,0.267870,18.000000,14465.000562,803.611142,803.611142,173.166146,4,no
71,71,20,62,82,474,383,857,0.000333,1.816141,60.000000,326905.324077,18161.406893,5448.422068,455.598733,7,no
14,14,6,20,26,65,64,129,0.000333,0.202119,9.000000,5457.210513,303.178362,606.356724,101.948337,1,no
8,8,15,25,40,81,45,126,0.000333,0.223521,7.000000,4693.940580,260.774477,670.562940,174.699764,1,no
38,38,18,50,68,247,210,457,0.000333,0.927324,36.000000,100150.938664,5563.941037,2781.970518,357.251460,1,no
50,50,19,45,64,230,197,427,0.000333,0.854000,36.000000,92232.000000,5124.000000,2562.000000,327.844012,17,no
61,61,19,49,68,286,234,520,0.000333,1.055160,36.000000,113957.304388,6330.961355,3165.480677,355.831405,18,no
7,7,8,15,23,26,19,45,0.000333,0.067853,4.000000,814.241152,45.235620,203.560288,82.603359,1,no
3,3,7,12,19,15,17,32,0.000333,0.045311,3.000000,407.801041,22.655613,135.933680,62.671034,1,no
21,21,21,36,57,153,91,244,0.000333,0.474408,20.000000,28464.503269,1581.361293,1423.225163,278.355966,7,no
21,21,21,36,57,153,91,244,0.000333,0.474408,20.000000,28464.503269,1581.361293,1423.225163,278.355966,7,no
58,58,26,62,88,422,252,674,0.000333,1.451219,52.000000,226390.159370,12577.231076,4353.656911,491.371604,20,no
56,56,26,62,88,406,241,647,0.000333,1.393084,39.000000,162990.838033,9055.046557,4179.252257,491.371604,20,no
49,49,26,62,88,341,212,553,0.000333,1.190689,39.000000,139310.561719,7739.475651,3572.065685,491.371604,15,no
6,6,10,18,28,33,24,57,0.000333,0.091340,5.000000,1370.096153,76.116453,274.019231,108.277931,2,no
3,3,6,11,17,16,15,31,0.000333,0.042237,3.000000,380.134044,21.118558,126.711348,53.563523,1,no
