@relation R_data_frame

@attribute Lines_Of_Program numeric
@attribute Physic_Lines numeric
@attribute n1_Number_Of_Distinct_Operators numeric
@attribute n2_Number_Of_Distinct_Operands numeric
@attribute n_Program_Vocabulary numeric
@attribute N1_Total_Number_Of_Operators numeric
@attribute N2_Total_Number_Of_Operands numeric
@attribute N_Program_Length numeric
@attribute B_Number_of_Delivered_Bugs_1 numeric
@attribute B_Number_of_Delivered_Bugs_2 numeric
@attribute D_Difficulty numeric
@attribute E_Effort numeric
@attribute T_Time_Required_To_Program numeric
@attribute V_Volume numeric
@attribute _N_Calculated_Program_Length numeric
@attribute McCab_Number numeric
@attribute IsVulnerable {no,yes}

@data
7,7,8,10,18,18,14,32,0.000333,0.044479,4.000000,533.750400,29.652800,133.437600,57.219281,4,no
17,17,16,20,36,63,43,106,0.000333,0.182671,16.000000,8768.192802,487.121822,548.012050,150.438562,6,yes
17,17,19,22,41,66,46,112,0.000333,0.200015,18.000000,10800.824841,600.045825,600.045825,178.818118,7,no
15,15,17,17,34,48,33,81,0.000333,0.137361,8.000000,3296.675921,183.148662,412.084490,138.973737,5,no
13,13,16,19,35,55,36,91,0.000333,0.155588,8.000000,3734.118036,207.451002,466.764755,144.710623,5,no
13,13,19,21,40,58,39,97,0.000333,0.172076,9.000000,4646.043227,258.113513,516.227025,172.949289,6,no
8,8,9,12,21,29,21,50,0.000333,0.073205,4.000000,878.463485,48.803527,219.615871,71.548875,2,no
8,8,10,13,23,30,22,52,0.000333,0.078408,5.000000,1176.126109,65.340339,235.225222,81.324997,2,no
8,8,12,14,26,32,24,56,0.000333,0.087742,6.000000,1579.347745,87.741541,263.224624,96.322519,3,no
12,12,12,17,29,44,32,76,0.000333,0.123069,6.000000,2215.239334,123.068852,369.206556,112.506418,3,no
12,12,13,18,31,45,33,78,0.000333,0.128809,6.000000,2318.563873,128.809104,386.427312,123.164366,3,no
12,12,15,19,34,47,35,82,0.000333,0.139057,7.000000,2920.203671,162.233537,417.171953,139.313982,4,no
12,12,13,18,31,38,32,70,0.000333,0.115598,6.000000,2080.762450,115.597914,346.793742,123.164366,3,no
10,10,13,16,29,41,33,74,0.000333,0.119830,12.000000,4313.887124,239.660396,359.490594,112.105716,3,no
14,14,14,20,34,55,42,97,0.000333,0.164495,14.000000,6908.774538,383.820808,493.483896,139.741531,4,no
13,13,14,19,33,52,40,92,0.000333,0.154695,14.000000,6497.179626,360.954424,464.084259,134.013592,4,no
22,22,18,44,62,115,80,195,0.000333,0.387023,9.000000,10449.614525,580.534140,1161.068281,315.273641,9,no
17,17,17,29,46,98,63,161,0.000333,0.296431,16.000000,14228.695599,790.483089,889.293475,210.368317,6,no
29,29,20,56,76,164,114,278,0.000333,0.578975,20.000000,34738.476975,1929.915387,1736.923849,411.650438,10,no
11,11,14,23,37,54,42,96,0.000333,0.166703,7.000000,3500.752662,194.486259,500.107523,157.344894,2,no
8,8,14,22,36,44,33,77,0.000333,0.132695,7.000000,2786.589576,154.810532,398.084225,151.410465,2,no
27,27,19,46,65,137,91,228,0.000333,0.457700,9.000000,12357.898752,686.549931,1373.099861,334.794473,10,no
29,29,19,46,65,143,93,236,0.000333,0.473760,18.000000,25583.018470,1421.278804,1421.278804,334.794473,11,no
36,36,20,58,78,190,123,313,0.000333,0.655777,20.000000,39346.617890,2185.923216,1967.330895,426.201460,14,yes
32,32,20,57,77,176,115,291,0.000333,0.607878,20.000000,36472.697667,2026.260981,1823.634883,418.913293,12,no
7,7,11,10,21,24,21,45,0.000333,0.065885,10.000000,1976.542840,109.807936,197.654284,71.273029,1,no
13,13,16,17,33,60,44,104,0.000333,0.174872,16.000000,8393.871815,466.326212,524.616988,133.486868,5,no
14,14,14,19,33,64,45,109,0.000333,0.183280,14.000000,7697.745426,427.652524,549.838959,134.013592,6,no
8,8,12,13,25,28,20,48,0.000333,0.074302,6.000000,1337.430583,74.301699,222.905097,91.125266,2,no
10,10,14,16,30,48,36,84,0.000333,0.137393,14.000000,5770.503340,320.583519,412.178810,117.302969,5,no
12,12,15,14,29,39,28,67,0.000333,0.108495,14.000000,4556.786173,253.154787,325.484727,111.906328,3,no
12,12,16,15,31,40,29,69,0.000333,0.113947,8.000000,2734.716363,151.928687,341.839545,122.603359,3,no
12,12,18,16,34,42,31,73,0.000333,0.123795,9.000000,3342.463087,185.692394,371.384787,139.058650,4,no
28,28,18,47,65,122,94,216,0.000333,0.433610,18.000000,23414.966057,1300.831448,1300.831448,336.124326,10,no
9,9,7,11,18,22,28,50,0.000333,0.069499,6.000000,1250.977500,69.498750,208.496250,57.705232,2,no
28,28,21,49,70,125,101,226,0.000333,0.461739,20.000000,27704.359237,1539.131069,1385.217962,367.359448,11,no
37,37,22,53,75,161,115,276,0.000333,0.573051,22.000000,37821.387089,2101.188172,1719.153959,401.687280,13,no
37,37,25,55,80,164,122,286,0.000333,0.602690,24.000000,43393.714443,2410.761914,1808.071435,434.071189,14,no
36,36,22,52,74,152,113,265,0.000333,0.548502,22.000000,36201.113122,2011.172951,1645.505142,394.530361,11,no
17,17,16,18,34,52,47,99,0.000333,0.167886,16.000000,8058.541141,447.696730,503.658821,139.058650,3,no
36,36,25,54,79,155,120,275,0.000333,0.577847,24.000000,41604.952938,2311.386274,1733.539706,426.860330,12,no
33,33,22,52,74,147,107,254,0.000333,0.525734,22.000000,34698.425407,1927.690300,1577.201155,394.530361,11,no
33,33,25,54,79,150,114,264,0.000333,0.554733,24.000000,39940.754820,2218.930823,1664.198118,426.860330,12,no
31,31,22,50,72,133,98,231,0.000333,0.475084,11.000000,15677.779429,870.987746,1425.252675,380.300305,9,no
15,15,16,18,34,46,40,86,0.000333,0.145841,16.000000,7000.348870,388.908271,437.521804,139.058650,3,no
31,31,25,52,77,136,103,239,0.000333,0.499254,12.000000,17973.143799,998.507989,1497.761983,412.519270,10,no
30,30,22,51,73,135,96,231,0.000333,0.476616,11.000000,15728.344204,873.796900,1429.849473,387.401188,10,no
30,30,25,53,78,138,101,239,0.000333,0.500737,12.000000,18026.533564,1001.474087,1502.211130,419.676189,11,yes
23,23,18,43,61,104,78,182,0.000333,0.359798,9.000000,9714.547759,539.697098,1079.394195,308.388034,8,no
7,7,7,10,17,17,20,37,0.000333,0.050412,6.000000,907.416751,50.412042,151.236125,52.870765,2,no
23,23,21,45,66,107,83,190,0.000333,0.382812,10.000000,11484.348827,638.019379,1148.434883,339.372055,9,yes
28,28,22,50,72,128,92,220,0.000333,0.452461,11.000000,14931.218503,829.512139,1357.383500,380.300305,9,no
28,28,25,52,77,131,97,228,0.000333,0.476276,12.000000,17145.927975,952.551554,1428.827331,412.519270,10,no
30,30,18,48,66,127,100,227,0.000333,0.457359,18.000000,24697.394372,1372.077465,1372.077465,343.136850,10,no
11,11,7,12,19,27,36,63,0.000333,0.089206,9.000000,2408.574900,133.809717,267.619433,62.671034,2,no
30,30,21,50,71,130,109,239,0.000333,0.489930,20.000000,29395.791231,1633.099513,1469.789562,374.431475,11,no
39,39,22,54,76,166,121,287,0.000333,0.597718,22.000000,39449.414320,2191.634129,1793.155196,408.871421,13,yes
39,39,25,56,81,169,130,299,0.000333,0.631872,24.000000,45494.763621,2527.486868,1895.615151,441.308280,14,no
38,38,22,53,75,157,119,276,0.000333,0.573051,22.000000,37821.387089,2101.188172,1719.153959,401.687280,11,no
19,19,16,19,35,57,55,112,0.000333,0.191493,16.000000,9191.675166,510.648620,574.479698,144.710623,3,yes
38,38,25,55,80,160,128,288,0.000333,0.606905,24.000000,43697.166992,2427.620388,1820.715291,434.071189,12,no
35,35,22,53,75,152,113,265,0.000333,0.550212,22.000000,36314.012966,2017.445165,1650.636953,401.687280,11,no
35,35,25,55,80,155,122,277,0.000333,0.583725,24.000000,42028.177975,2334.898776,1751.174082,434.071189,12,no
41,41,22,55,77,171,127,298,0.000333,0.622501,22.000000,41085.052561,2282.502920,1867.502389,416.082280,13,no
41,41,25,57,82,174,138,312,0.000333,0.661185,24.000000,47605.349411,2644.741634,1983.556225,448.571136,14,no
37,37,22,54,76,157,119,276,0.000333,0.574809,22.000000,37937.415862,2107.634215,1724.427994,408.871421,11,yes
37,37,25,56,81,160,130,290,0.000333,0.612852,24.000000,44125.356020,2451.408668,1838.556501,441.308280,12,no
14,14,17,18,35,50,39,89,0.000333,0.152169,16.000000,7304.099016,405.783279,456.506189,144.545518,3,no
14,14,18,19,37,51,42,93,0.000333,0.161493,18.000000,8720.624934,484.479163,484.479163,155.769273,3,no
14,14,19,20,39,53,44,97,0.000333,0.170895,18.000000,9228.312274,512.684015,512.684015,167.149185,4,no
14,14,16,18,34,49,39,88,0.000333,0.149232,16.000000,7163.147680,397.952649,447.696730,139.058650,3,no
14,14,17,19,36,50,42,92,0.000333,0.158544,16.000000,7610.129602,422.784978,475.633100,150.197491,3,yes
14,14,18,20,38,52,44,96,0.000333,0.167934,18.000000,9068.418743,503.801041,503.801041,161.497212,4,no
11,11,12,15,27,42,35,77,0.000333,0.122042,12.000000,4393.516052,244.084225,366.126338,101.622909,1,no
23,23,19,44,63,117,81,198,0.000333,0.394500,9.000000,10651.512824,591.750712,1183.501425,320.925614,8,no
9,9,15,18,33,45,35,80,0.000333,0.134517,7.000000,2824.860707,156.936706,403.551530,133.662009,3,no
21,21,19,43,62,110,77,187,0.000333,0.371145,9.000000,10020.912390,556.717355,1113.434710,314.040007,7,no
28,28,19,48,67,137,95,232,0.000333,0.469111,9.000000,12665.994230,703.666346,1407.332692,348.788823,11,no
24,24,19,47,66,123,87,210,0.000333,0.423108,9.000000,11423.904886,634.661383,1269.322765,341.776299,9,no
5,5,6,8,14,12,11,23,0.000333,0.029190,3.000000,262.707490,14.594861,87.569163,39.509775,3,yes
5,5,10,10,20,16,14,30,0.000333,0.043219,5.000000,648.289214,36.016067,129.657843,66.438562,4,no
5,5,9,10,19,15,14,29,0.000333,0.041063,4.000000,492.759592,27.375533,123.189898,61.748606,4,no
13,13,15,15,30,42,30,72,0.000333,0.117765,14.000000,4946.145720,274.785873,353.296123,117.206718,4,yes
13,13,18,17,35,46,33,79,0.000333,0.135071,9.000000,3646.920225,202.606679,405.213358,144.545518,5,no
13,13,18,17,35,45,33,78,0.000333,0.133361,9.000000,3600.756678,200.042038,400.084075,144.545518,5,no
5,5,8,8,16,13,11,24,0.000333,0.032000,4.000000,384.000000,21.333333,96.000000,48.000000,2,no
5,5,9,9,18,14,12,26,0.000333,0.036139,4.000000,433.672200,24.092900,108.418050,57.058650,2,no
13,13,15,16,31,41,30,71,0.000333,0.117249,7.000000,2462.235566,136.790865,351.747938,122.603359,4,no
13,13,18,18,36,44,33,77,0.000333,0.132695,9.000000,3582.758026,199.042113,398.084225,150.117300,5,no
15,15,16,19,35,47,34,81,0.000333,0.138491,8.000000,3323.775395,184.654189,415.471924,144.710623,5,no
15,15,16,18,34,47,34,81,0.000333,0.137361,8.000000,3296.675921,183.148662,412.084490,139.058650,5,no
5,5,6,8,14,12,10,22,0.000333,0.027921,3.000000,251.285425,13.960301,83.761808,39.509775,3,no
5,5,9,10,19,15,13,28,0.000333,0.039647,4.000000,475.767882,26.431549,118.941970,61.748606,4,no
7,7,7,11,18,18,14,32,0.000333,0.044479,3.000000,400.312800,22.239600,133.437600,57.705232,4,no
7,7,7,10,17,18,14,32,0.000333,0.043600,3.000000,392.396433,21.799802,130.798811,52.870765,4,no
5,5,8,8,16,13,10,23,0.000333,0.030667,4.000000,368.000000,20.444444,92.000000,48.000000,2,no
5,5,9,9,18,14,11,25,0.000333,0.034749,4.000000,416.992500,23.166250,104.248125,57.058650,2,no
7,7,7,8,15,17,17,34,0.000333,0.044278,6.000000,797.005682,44.278093,132.834280,43.651484,2,no
7,7,10,10,20,20,22,42,0.000333,0.060507,10.000000,1815.209800,100.844989,181.520980,66.438562,3,no
15,15,16,15,31,47,36,83,0.000333,0.137066,16.000000,6579.172700,365.509594,411.198294,122.603359,3,no
15,15,19,17,36,50,41,91,0.000333,0.156821,18.000000,8468.337152,470.463175,470.463175,150.197491,4,no
26,26,18,46,64,117,88,205,0.000333,0.410000,9.000000,11070.000000,615.000000,1230.000000,329.142500,10,no
26,26,21,48,69,120,93,213,0.000333,0.433705,10.000000,13011.157093,722.842061,1301.115709,360.316866,11,no
35,35,22,52,74,156,109,265,0.000333,0.548502,22.000000,36201.113122,2011.172951,1645.505142,394.530361,13,no
35,35,25,54,79,159,114,273,0.000333,0.573644,24.000000,41302.371462,2294.576192,1720.932144,426.860330,14,no
34,34,22,51,73,147,107,254,0.000333,0.524072,22.000000,34588.739635,1921.596646,1572.215438,387.401188,11,no
15,15,16,17,33,47,39,86,0.000333,0.144606,16.000000,6941.086308,385.615906,433.817894,133.486868,3,no
34,34,25,53,78,150,112,262,0.000333,0.548925,24.000000,39522.609152,2195.700508,1646.775381,419.676189,12,no
31,31,22,51,73,142,101,243,0.000333,0.501376,11.000000,16545.401046,919.188947,1504.127368,387.401188,11,no
31,31,25,53,78,145,106,251,0.000333,0.525879,24.000000,37863.262966,2103.514609,1577.635957,419.676189,12,no
7,7,11,9,20,23,20,43,0.000333,0.061948,10.000000,1858.429081,103.246060,185.842908,66.583073,1,no
9,9,11,15,26,31,30,61,0.000333,0.095576,10.000000,2867.268228,159.292679,286.726823,96.657107,1,no
11,11,13,18,31,40,36,76,0.000333,0.125506,12.000000,4518.227035,251.012613,376.518920,123.164366,2,no
8,8,12,13,25,28,26,54,0.000333,0.083589,12.000000,3009.218811,167.178823,250.768234,91.125266,1,no
10,10,14,16,30,37,32,69,0.000333,0.112858,14.000000,4740.056315,263.336462,338.575451,117.302969,2,no
31,31,22,50,72,134,94,228,0.000333,0.468914,11.000000,15474.171904,859.676217,1406.742900,380.300305,11,no
31,31,25,53,78,137,97,234,0.000333,0.490261,12.000000,17649.409431,980.522746,1470.784119,419.676189,12,no
31,31,25,52,77,137,97,234,0.000333,0.488809,12.000000,17597.136606,977.618700,1466.428051,412.519270,12,no
29,29,22,50,72,133,91,224,0.000333,0.460688,11.000000,15202.695204,844.594178,1382.063200,380.300305,11,no
29,29,25,52,77,136,94,230,0.000333,0.480454,12.000000,17296.330852,960.907270,1441.360904,412.519270,12,no
23,23,18,43,61,105,74,179,0.000333,0.353867,9.000000,9554.417851,530.800992,1061.601983,308.388034,10,no
23,23,21,46,67,108,77,185,0.000333,0.374076,10.000000,11222.265002,623.459167,1122.226500,346.322516,11,no
23,23,21,45,66,108,77,185,0.000333,0.372738,10.000000,11182.129121,621.229396,1118.212912,339.372055,11,no
27,27,22,49,71,126,87,213,0.000333,0.436632,11.000000,14408.857501,800.492083,1309.896136,373.228278,10,no
27,27,25,51,76,129,90,219,0.000333,0.456099,12.000000,16419.553505,912.197417,1368.296125,405.390097,11,no
31,31,22,51,73,134,96,230,0.000333,0.474553,11.000000,15660.256134,870.014230,1423.659649,387.401188,11,no
31,31,25,53,78,138,99,237,0.000333,0.496547,12.000000,17875.683910,993.093551,1489.640326,419.676189,12,no
31,31,25,53,78,137,99,236,0.000333,0.494452,12.000000,17800.259084,988.903282,1483.354924,419.676189,12,no
15,15,16,19,35,48,36,84,0.000333,0.143620,8.000000,3446.878187,191.493233,430.859773,144.710623,5,no
15,15,16,19,35,47,36,83,0.000333,0.141910,8.000000,3405.843923,189.213551,425.730490,144.710623,5,no
29,29,22,51,73,133,92,225,0.000333,0.464237,11.000000,15319.815783,851.100877,1392.710526,387.401188,11,no
29,29,25,53,78,136,95,231,0.000333,0.483976,12.000000,17423.134951,967.951942,1451.927913,419.676189,12,no
23,23,18,44,62,105,76,181,0.000333,0.359237,9.000000,9699.385790,538.854766,1077.709532,315.273641,10,no
23,23,21,46,67,109,79,188,0.000333,0.380142,10.000000,11404.247678,633.569315,1140.424768,346.322516,11,no
23,23,21,46,67,108,79,187,0.000333,0.378120,10.000000,11343.586786,630.199266,1134.358679,346.322516,11,no
7,7,8,11,19,19,16,35,0.000333,0.049559,4.000000,594.709852,33.039436,148.677463,62.053748,4,no
7,7,7,11,18,18,16,34,0.000333,0.047259,3.000000,425.332350,23.629575,141.777450,57.705232,4,no
27,27,22,50,72,126,88,214,0.000333,0.440121,11.000000,14524.003453,806.889081,1320.363950,380.300305,10,no
27,27,25,52,77,129,91,220,0.000333,0.459564,12.000000,16544.316467,919.128693,1378.693039,412.519270,11,no
18,18,15,18,33,53,47,100,0.000333,0.168146,14.000000,7062.151767,392.341765,504.439412,133.662009,3,no
18,18,18,20,38,56,56,112,0.000333,0.195923,18.000000,10579.821867,587.767882,587.767882,161.497212,4,no
10,10,6,10,16,24,27,51,0.000333,0.068000,6.000000,1224.000000,68.000000,204.000000,48.729056,2,yes
10,10,9,12,21,27,36,63,0.000333,0.092239,12.000000,3320.591972,184.477332,276.715998,71.548875,3,no
10,10,15,14,29,37,27,64,0.000333,0.103637,7.000000,2176.375486,120.909749,310.910784,111.906328,3,no
10,10,15,15,30,37,28,65,0.000333,0.106316,7.000000,2232.635221,124.035290,318.947889,117.206718,3,no
10,10,17,16,33,39,30,69,0.000333,0.116021,8.000000,2784.505554,154.694753,348.063194,133.486868,4,no
2,2,4,6,10,8,7,15,0.000333,0.016610,2.000000,99.657843,5.536547,49.828921,23.509775,2,no
2,2,4,7,11,8,8,16,0.000333,0.018450,2.000000,110.701812,6.150101,55.350906,27.651484,2,yes
2,2,6,8,14,10,10,20,0.000333,0.025382,3.000000,228.441295,12.691183,76.147098,39.509775,3,no
4,4,7,7,14,10,9,19,0.000333,0.024113,3.000000,217.019231,12.056624,72.339744,39.302969,1,no
4,4,8,8,16,11,10,21,0.000333,0.028000,4.000000,336.000000,18.666667,84.000000,48.000000,1,yes
11,11,15,15,30,37,28,65,0.000333,0.106316,7.000000,2232.635221,124.035290,318.947889,117.206718,3,no
11,11,15,16,31,37,30,67,0.000333,0.110644,7.000000,2323.518070,129.084337,331.931153,122.603359,3,no
11,11,17,17,34,39,32,71,0.000333,0.120403,8.000000,2889.678894,160.537716,361.209862,138.973737,4,no
3,3,6,7,13,8,8,16,0.000333,0.019736,3.000000,177.621106,9.867839,59.207035,35.161259,2,no
3,3,6,8,14,8,10,18,0.000333,0.022844,3.000000,205.597166,11.422065,68.532389,39.509775,2,no
3,3,8,9,17,10,12,22,0.000333,0.029975,4.000000,359.696730,19.983152,89.924183,52.529325,3,no
18,18,16,22,38,64,50,114,0.000333,0.199421,16.000000,9572.219785,531.789988,598.263737,162.107496,4,no
16,16,17,18,35,49,42,91,0.000333,0.155588,16.000000,7468.236073,414.902004,466.764755,144.545518,3,yes
18,18,19,24,43,67,55,122,0.000333,0.220668,18.000000,11916.077401,662.004300,662.004300,190.749723,5,no
10,10,11,15,26,35,30,65,0.000333,0.101843,10.000000,3055.285817,169.738101,305.528582,96.657107,3,no
8,8,8,10,18,20,22,42,0.000333,0.058379,8.000000,1401.094800,77.838600,175.136850,57.219281,2,no
10,10,14,17,31,38,35,73,0.000333,0.120552,14.000000,5063.188629,281.288257,361.656331,122.789837,4,no
5,5,9,12,21,20,17,37,0.000333,0.054172,4.000000,650.062979,36.114610,162.515745,71.548875,2,no
5,5,10,13,23,21,19,40,0.000333,0.060314,5.000000,904.712391,50.261800,180.942478,81.324997,2,yes
22,22,16,27,43,84,67,151,0.000333,0.273122,16.000000,13109.855647,728.325314,819.365978,192.381963,4,no
20,20,17,23,40,69,59,128,0.000333,0.227069,16.000000,10899.308738,605.517152,681.206796,173.528793,3,no
22,22,18,29,47,87,72,159,0.000333,0.294393,18.000000,15897.233294,883.179627,883.179627,215.940099,5,no
18,18,16,27,43,75,57,132,0.000333,0.238756,16.000000,11460.271162,636.681731,716.266948,192.381963,4,no
18,18,18,29,47,78,62,140,0.000333,0.259214,18.000000,13997.563906,777.642439,777.642439,215.940099,5,no
27,27,18,45,63,114,90,204,0.000333,0.406455,18.000000,21948.571879,1219.365104,1219.365104,322.192039,8,no
27,27,21,47,68,117,99,216,0.000333,0.438297,20.000000,26297.839474,1460.991082,1314.891974,353.304342,9,yes
34,34,22,51,73,146,107,253,0.000333,0.522009,22.000000,34452.563495,1914.031305,1566.025613,387.401188,10,no
34,34,25,53,78,149,116,265,0.000333,0.555211,24.000000,39975.158112,2220.842117,1665.631588,419.676189,11,no
35,35,22,50,72,144,109,253,0.000333,0.520330,22.000000,34341.802558,1907.877920,1560.991025,380.300305,9,no
35,35,25,52,77,147,118,265,0.000333,0.553566,24.000000,39856.762399,2214.264578,1660.698433,412.519270,10,no
32,32,22,50,72,139,103,242,0.000333,0.497707,22.000000,32848.680708,1824.926706,1493.121850,380.300305,9,no
32,32,25,52,77,142,112,254,0.000333,0.530588,24.000000,38202.330752,2122.351708,1591.763781,412.519270,10,no
37,37,22,55,77,159,118,277,0.000333,0.578633,22.000000,38189.797179,2121.655399,1735.899872,416.082280,11,no
18,18,16,21,37,59,50,109,0.000333,0.189277,16.000000,9085.286670,504.738148,567.830417,156.238666,3,yes
37,37,25,57,82,162,123,285,0.000333,0.603967,24.000000,43485.655712,2415.869762,1811.902321,448.571136,12,no
37,37,22,55,77,165,117,282,0.000333,0.589078,22.000000,38879.143698,2159.952428,1767.233804,416.082280,13,no
37,37,25,57,82,168,122,290,0.000333,0.614563,24.000000,44248.561952,2458.253442,1843.690081,448.571136,14,no
29,29,18,48,66,130,98,228,0.000333,0.459374,18.000000,24806.193466,1378.121859,1378.121859,343.136850,10,no
10,10,9,13,22,30,30,60,0.000333,0.089189,8.000000,2140.527177,118.918176,267.565897,76.635041,2,no
29,29,21,50,71,133,103,236,0.000333,0.483780,20.000000,29026.806404,1612.600356,1451.340320,374.431475,11,no
33,33,22,54,76,151,109,260,0.000333,0.541487,22.000000,35738.145377,1985.452521,1624.461153,408.871421,11,no
33,33,25,56,81,154,114,268,0.000333,0.566360,24.000000,40777.915219,2265.439734,1699.079801,441.308280,12,no
12,12,15,15,30,38,29,67,0.000333,0.109587,7.000000,2301.331689,127.851761,328.761670,117.206718,3,no
12,12,16,16,32,39,30,69,0.000333,0.115000,8.000000,2760.000000,153.333333,345.000000,128.000000,3,no
12,12,18,17,35,41,32,73,0.000333,0.124813,9.000000,3369.938942,187.218830,374.437660,144.545518,4,no
4,4,6,7,13,9,9,18,0.000333,0.022203,3.000000,199.823745,11.101319,66.607915,35.161259,2,no
4,4,7,8,15,10,10,20,0.000333,0.026046,3.000000,234.413436,13.022969,78.137812,43.651484,2,no
4,4,9,9,18,12,12,24,0.000333,0.033359,4.000000,400.312800,22.239600,100.078200,57.058650,3,no
35,35,23,53,76,149,110,259,0.000333,0.539404,22.000000,35600.690972,1977.816165,1618.213226,407.621709,11,no
35,35,26,55,81,152,115,267,0.000333,0.564247,26.000000,44011.238720,2445.068818,1692.739951,440.186217,12,no
27,27,19,46,65,120,90,210,0.000333,0.421566,9.000000,11382.275167,632.348620,1264.697241,334.794473,10,no
27,27,22,48,70,123,95,218,0.000333,0.445395,11.000000,14698.020675,816.556704,1336.183698,366.185696,11,no
13,13,14,20,34,52,45,97,0.000333,0.164495,14.000000,6908.774538,383.820808,493.483896,139.741531,2,no
15,15,15,23,38,61,51,112,0.000333,0.195923,14.000000,8228.750341,457.152797,587.767882,162.645284,3,no
